graphName, graphSize, graphEdges, minDegree, maxDegree, avgDegree, medianDegree, componentsAmount, largestComponentSize, smallestComponentSize, exactDiameter, approximateDiameter
list, 10000, 109977, 8, 43, 21.9954, 22, 1, 10000, 10000, 5, 4
